PC1_NPC,PC1_DAN,Group
0.05481441,0.080504149,B
-0.068956173,-0.043316663,B
-0.074091671,-0.048477252,B
-0.07547573,-0.049977119,B
-0.052744397,-0.027265492,B
-0.0452604,-0.019799188,B
-0.061947425,-0.036510881,B
-0.062427324,-0.037055495,B
0.070995049,0.096341281,B
-0.03668103,-0.011335787,B
0.02214958,0.047462554,B
-0.063384942,-0.038096997,B
0.01323323,0.038515007,B
-0.012678171,0.012555189,B
-0.07086723,-0.04563556,B
-0.065044635,-0.039826667,B
-0.064608094,-0.039402324,B
0.010275448,0.035427666,B
-0.048419974,-0.023293094,B
-0.070526278,-0.045491065,B
-0.057941687,-0.032916944,B
-0.052174095,-0.027153667,B
0.107251387,0.132271149,B
-0.081993364,-0.057034952,B
-0.063482362,-0.03866671,B
-0.008850929,0.015961765,B
-0.09374579,-0.069043351,B
0.132668936,0.157303722,B
-0.076675843,-0.052051753,B
0.059349327,0.083944539,B
0.01055307,0.035131003,B
-0.080089042,-0.055530296,B
-0.05654191,-0.032083818,B
-0.056819328,-0.032386737,B
0.020766696,0.045106695,B
0.124427227,0.148739135,B
-0.006121443,0.018186021,B
-0.03942232,-0.015220669,B
-0.071919998,-0.047805447,B
0.107146022,0.13123465,B
-0.056546635,-0.032517259,B
-0.063585565,-0.039628364,B
0.03937938,0.063336527,B
-0.037456459,-0.013552141,B
0.089924932,0.113782433,B
-0.061104827,-0.03725767,B
0.009647172,0.033438166,B
-0.060922978,-0.037143999,B
-0.002341294,0.021423534,B
-0.097193362,-0.073443781,B
-0.055350768,-0.03160773,B
-0.067917716,-0.044231652,B
-0.075653925,-0.051985053,B
0.056572405,0.08014941,B
-0.081213518,-0.057673356,B
0.086395275,0.109925191,B
-0.085279868,-0.06179661,B
0.10287094,0.126345094,B
-0.068962061,-0.045551144,B
-0.064661503,-0.041295767,B
-0.065870684,-0.042594129,B
0.026767871,0.050035389,B
-0.05559773,-0.032360186,B
0.017102321,0.040247689,B
-0.062779704,-0.039639464,B
0.063863447,0.086993552,B
-0.063339663,-0.040237214,B
0.01118829,0.034288574,B
-0.075790718,-0.052737777,B
-0.054912113,-0.031876541,B
-0.014104795,0.008901159,B
0.06425984,0.087262769,B
-0.081954497,-0.058968973,B
0.070181605,0.093138741,B
-0.062271757,-0.03944043,B
-0.072477799,-0.049712247,B
-0.084590564,-0.061837611,B
-0.010106604,0.01257882,B
0.08509915,0.107784375,B
-0.036324046,-0.013639158,B
-0.06287037,-0.040272795,B
-0.081743568,-0.059211812,B
0.1002141,0.122692383,B
-0.042735669,-0.020311988,B
-0.028882853,-0.006483352,B
-0.072496913,-0.050100582,B
-0.082432586,-0.060043792,B
-0.08408587,-0.061713969,B
0.018710935,0.041078358,B
0.065342877,0.087632429,B
0.036651645,0.058937806,B
0.142884932,0.165085248,B
0.077067876,0.099217013,B
0.079431412,0.101568331,B
0.004884821,0.026994751,B
0.086799672,0.108849357,B
0.023917522,0.045929512,B
-0.09010423,-0.068096908,B
0.145135131,0.167104307,B
0.106445931,0.128295293,B
0.045362422,0.067154051,B
-0.050953147,-0.029288517,B
-0.078626138,-0.05700057,B
-0.090209647,-0.068680214,B
0.015328029,0.036721294,B
0.0655066,0.086892519,B
-0.046166037,-0.024815928,B
0.055900241,0.077240661,B
0.048560566,0.06990056,B
0.063753599,0.085085376,B
-0.083312322,-0.061985038,B
0.102030397,0.123327636,B
0.065903296,0.087198239,B
0.097013809,0.1182454,B
-0.081634499,-0.060472061,B
-0.051752429,-0.030641586,B
-0.062801784,-0.041693924,B
0.097262556,0.11836235,B
0.060279651,0.081339821,B
-0.055812878,-0.034785075,B
0.001698587,0.02271979,B
-0.016505754,0.004437211,B
-0.05127419,-0.030336537,B
0.150444441,0.171324969,B
-0.013073678,0.007746355,B
-0.056951762,-0.036179247,B
0.036048181,0.056819158,B
0.037111787,0.057876928,B
0.023756872,0.044483198,B
0.033572939,0.05427134,B
-0.050243967,-0.029574105,B
-0.079142225,-0.058490438,B
-0.068682611,-0.048035262,B
0.021398456,0.042045562,B
-0.073619131,-0.05301862,B
-0.015559392,0.005021963,B
-0.073621009,-0.053103762,B
0.028282484,0.048780698,B
-0.080559494,-0.060087397,B
0.077157824,0.097418481,B
-0.004004979,0.016204817,B
-0.062819183,-0.042631118,B
0.04606987,0.06624575,B
-0.078069678,-0.057908092,B
-0.094153883,-0.073998262,B
-0.054106491,-0.034021062,B
-0.049153976,-0.029108537,B
-0.099491007,-0.079445927,B
-0.12876191,-0.108723014,B
-0.047836227,-0.027817042,B
-0.059061399,-0.039062046,B
0.08797792,0.107961529,B
-0.030071325,-0.010094657,B
-0.019565716,0.000381627,B
-0.075412281,-0.055472682,B
0.126403049,0.146271474,B
0.085490579,0.105345118,B
-0.04141646,-0.021582374,B
-0.078634871,-0.058830268,B
0.010430396,0.030234277,B
-0.071056147,-0.051254128,B
0.073996385,0.093778283,B
-0.023480252,-0.003720966,B
-0.018920053,0.000839131,B
-0.08015244,-0.060401823,B
0.052196158,0.071865641,B
-0.07932666,-0.059668307,B
-0.062984946,-0.043339399,B
0.016194353,0.035776769,B
0.022864931,0.042400943,B
0.000234968,0.01970755,B
-0.053340527,-0.033899761,B
-0.079172177,-0.059745957,B
-0.062978793,-0.043591334,B
-0.087749092,-0.068379044,B
0.062560766,0.081912094,B
-0.048767737,-0.029446165,B
-0.063721696,-0.04441113,B
-0.07404742,-0.054788668,B
-0.00251776,0.01669879,B
0.050904087,0.070097993,B
-0.053588004,-0.034416865,B
-0.058377485,-0.039216559,B
-0.044263795,-0.025109981,B
-0.082081089,-0.062931433,B
-0.016512357,0.002529841,B
-0.058297003,-0.039283127,B
0.069623587,0.088611759,B
-0.069715378,-0.050753738,B
0.023957734,0.042906932,B
0.085563096,0.104504994,B
-0.095482212,-0.076599184,B
0.042230998,0.061058263,B
0.125915147,0.144685582,B
0.071076102,0.0898403,B
-0.018525772,0.000166959,B
-0.069028547,-0.050379346,B
0.013741624,0.032386567,B
0.015664708,0.034295297,B
-0.071950674,-0.053331178,B
-0.029250228,-0.010667566,B
-0.081110903,-0.06256142,B
-0.062540822,-0.043993093,B
0.013009991,0.031556069,B
0.034354423,0.052886356,B
-0.069779386,-0.051250197,B
-0.075627089,-0.057129821,B
-0.043710116,-0.02521883,B
0.040500216,0.058935194,B
-0.032677254,-0.014258402,B
-0.077928643,-0.059539648,B
-0.067292943,-0.04893701,B
-0.005850479,0.012474235,B
-0.031045793,-0.01272491,B
-0.01883076,-0.000567667,B
-0.007510967,0.01073324,B
0.083445258,0.101636484,B
0.052338908,0.070529584,B
0.068855478,0.087021095,B
0.066316553,0.084479933,B
-0.064239003,-0.046082095,B
0.085655743,0.103773967,B
0.048621354,0.066735997,B
-0.058383332,-0.04027066,B
-0.065056319,-0.046969195,B
-0.067522042,-0.049452131,B
0.057297287,0.07535396,B
-0.072068173,-0.054055984,B
0.028436704,0.046436928,B
-0.029155037,-0.011181192,B
0.105407773,0.123332864,B
-0.101084995,-0.083168728,B
-0.082032003,-0.064118636,B
0.024635886,0.042511649,B
-0.068115389,-0.05029205,B
-0.081421329,-0.063644468,B
-0.073901806,-0.056156724,B
-0.048265566,-0.030537215,B
-0.014597635,0.003096845,B
0.084176828,0.101869696,B
0.037942489,0.055589588,B
-0.042910594,-0.02528468,B
0.061517649,0.079140846,B
-0.034036513,-0.016469723,B
-0.041101526,-0.02355023,B
-0.010246077,0.007283758,B
0.039749297,0.057272274,B
0.055656403,0.073179212,B
0.088950474,0.106451189,B
0.005631331,0.02313059,B
-0.062802888,-0.045320179,B
-0.067459181,-0.049981594,B
0.010640111,0.02811384,B
-0.078720763,-0.061276898,B
-0.061672186,-0.044264347,B
0.051007376,0.068406384,B
-0.070632196,-0.05323622,B
0.025325013,0.04271902,B
-0.046402283,-0.029037211,B
0.041005773,0.058322008,B
-0.06301687,-0.045710256,B
0.034164026,0.051448335,B
-0.025992367,-0.008726921,B
0.069851492,0.087100909,B
0.068817776,0.086057309,B
-0.004791963,0.012445198,B
-0.047657973,-0.03044459,B
-0.061338293,-0.044128101,B
0.031773485,0.048975748,B
-0.003191151,0.013935126,B
0.028363445,0.045474441,B
-0.023033859,-0.005988935,B
0.03432941,0.051352013,B
-0.074774121,-0.057770883,B
-0.059572973,-0.042601974,B
0.042741721,0.059710083,B
0.050931233,0.067863629,B
0.024707814,0.041639401,B
0.065339809,0.082219252,B
-0.037890833,-0.021055297,B
-0.0666109,-0.049798557,B
-0.09771406,-0.080925758,B
0.033745633,0.050527141,B
0.003041563,0.019813675,B
0.038421521,0.05518909,B
0.087329269,0.10406171,B
-0.009390076,0.007313158,B
-0.058487659,-0.041798628,B
0.058064468,0.074730942,B
0.071318262,0.087961133,B
0.064196199,0.080765279,B
0.066512284,0.083058422,B
-0.044756194,-0.028237178,B
-0.076646924,-0.060141904,B
0.034828539,0.051285424,B
-0.047404164,-0.030951102,B
0.062803771,0.079173858,B
0.004761694,0.021131423,B
-0.071167968,-0.054838164,B
-0.062554228,-0.046249102,B
0.04725033,0.063534952,B
0.048596342,0.064852932,B
0.14725127,0.163489413,B
-0.06505721,-0.048908942,B
-0.008123065,0.007985298,B
0.062945099,0.079046916,B
-0.032904609,-0.016832642,B
-0.071297049,-0.055234358,B
-0.059281054,-0.04323003,B
-0.019286362,-0.003238851,B
-0.016063049,-4.99E-05,B
-0.049730129,-0.033808331,B
-0.079342338,-0.063468392,B
-0.065719434,-0.049845807,B
-0.064599256,-0.048779974,B
0.036071445,0.051878363,B
-0.051283354,-0.035479147,B
-0.066711783,-0.050909356,B
0.057319471,0.073114352,B
-0.057990311,-0.04220393,B
-0.084338746,-0.068646562,B
-0.063862335,-0.048201646,B
-0.06930296,-0.05367401,B
-0.057096766,-0.0415374,B
0.06456083,0.080114425,B
0.066549528,0.082082275,B
-0.07646282,-0.060945996,B
-0.070589458,-0.055098749,B
-0.058852904,-0.043370532,B
0.048666975,0.06413674,B
0.059042121,0.074502588,B
-0.038993175,-0.023536278,B
0.048950474,0.064386309,B
0.065486394,0.080910283,B
-0.068416287,-0.052993973,B
-0.056953357,-0.041563234,B
-0.038409399,-0.023097893,B
-0.043792073,-0.028480627,B
-0.068422865,-0.053117095,B
-0.078457799,-0.063161783,B
-0.084617187,-0.069359281,B
-0.131268248,-0.11601741,B
0.109839915,0.125039879,B
-0.047203149,-0.032004381,B
0.084367771,0.099537319,B
-0.058176627,-0.043050127,B
0.104382449,0.119489841,B
0.087425774,0.102499525,B
-0.063748514,-0.048695147,B
-0.082059709,-0.06701028,B
-0.060533144,-0.045486175,B
0.066793421,0.081834118,B
-0.05361091,-0.038583857,B
-0.089232521,-0.07425936,B
-0.022319736,-0.007412629,B
0.131472703,0.146369168,B
0.087975476,0.10276962,B
-0.073343602,-0.058589146,B
-0.059012617,-0.044265833,B
-0.06386257,-0.04918968,B
-0.040383652,-0.025723298,B
0.04250333,0.057149725,B
-0.071705661,-0.0570712,B
0.082992366,0.097610988,B
0.0023905,0.01697328,B
-0.061002282,-0.046420588,B
0.056581119,0.071148531,B
0.046828419,0.06139165,B
0.068185844,0.08274324,B
-0.072734951,-0.058202378,B
-0.064362153,-0.049836664,B
-0.023088308,-0.008567294,B
0.084069711,0.098587755,B
0.048681344,0.063192502,B
-0.050404066,-0.035896643,B
-0.029191322,-0.014687261,B
-0.081761091,-0.067296584,B
0.048844369,0.063300315,B
0.072016148,0.086449537,B
0.165022911,0.179439784,B
-0.08668037,-0.072296978,B
0.068011642,0.082389234,B
0.098621236,0.112959994,B
0.010744717,0.025057339,B
-0.131684874,-0.117380902,B
0.090902099,0.105204126,B
0.111931724,0.126182578,B
-0.025845606,-0.011672647,B
-0.075998125,-0.061858743,B
0.048852541,0.062988395,B
0.065414553,0.079526224,B
-0.061920874,-0.047819615,B
0.101032073,0.11511603,B
-0.076099689,-0.062039428,B
-0.097701347,-0.083657032,B
-0.07836951,-0.064337089,B
0.029274404,0.043266972,B
-0.10261808,-0.088628724,B
-0.07498102,-0.060992258,B
-0.060008399,-0.046050965,B
-0.034104038,-0.020151872,B
-0.06154564,-0.047613938,B
0.053570911,0.067488743,B
-0.077487368,-0.063595075,B
0.039212279,0.05305886,B
-0.07074446,-0.056903104,B
-0.098554937,-0.084722875,B
0.039542731,0.053368248,B
0.055335995,0.069139185,B
0.09848167,0.112213174,B
-0.025776028,-0.012054633,B
0.030303814,0.043993334,B
-0.042068473,-0.02839185,B
-0.051377207,-0.037759647,B
0.000492889,0.014084986,B
0.067869574,0.081455891,B
0.084241576,0.097817588,B
0.015786578,0.029344384,B
-0.069334636,-0.055804439,B
0.08712827,0.100656001,B
-0.079756725,-0.066251747,B
-0.005138387,0.008363529,B
-0.097980751,-0.084487908,B
0.060244009,0.073728502,B
-0.063342389,-0.049895657,B
0.083207587,0.096641374,B
-0.004818942,0.008596354,B
0.020385842,0.033798558,B
0.053506149,0.066898192,B
0.035162938,0.048553102,B
0.081267769,0.094618471,B
-0.043849262,-0.030502701,B
-0.125360352,-0.112014454,B
0.072874356,0.086214434,B
0.004322787,0.017636635,B
-0.032824217,-0.019542194,B
-0.062432353,-0.04915317,B
0.084084263,0.097336209,B
0.014239829,0.027488475,B
-0.042477507,-0.02923253,B
-0.054549669,-0.04132732,B
-0.007646458,0.005574828,B
0.101416381,0.114628763,B
-0.059305093,-0.046103481,B
0.025905678,0.039084007,B
-0.049492459,-0.036331436,B
-0.061919008,-0.048769889,B
-0.042418318,-0.029292142,B
-0.053654097,-0.040563011,B
0.009840458,0.022918725,B
-0.071269627,-0.058220163,B
-0.10769803,-0.094649176,B
-0.04297794,-0.029941878,B
-0.105924789,-0.092891252,B
0.049416898,0.062444869,B
-0.040698456,-0.027718323,B
-0.064102511,-0.051155786,B
-0.048516616,-0.03557346,B
-0.037991463,-0.025066165,B
0.067616621,0.080498282,B
-0.13001432,-0.117134202,B
-0.080820971,-0.067979465,B
-0.076383935,-0.06358413,B
0.156842639,0.169623994,B
0.083649815,0.096410157,B
-0.06886049,-0.05612442,B
-0.082156472,-0.069495508,B
-0.066400677,-0.053741832,B
0.103769577,0.11639478,B
-0.044888777,-0.032266757,B
0.03772027,0.050305968,B
-0.022718449,-0.010156768,B
-0.078775322,-0.066230066,B
-0.010953838,0.001509229,B
-0.04524989,-0.032798756,B
0.005619812,0.018062299,B
-0.061002972,-0.048562722,B
-0.015429763,-0.00300714,B
0.016034788,0.028404086,B
-0.016798162,-0.004496332,B
-0.076358362,-0.064072487,B
0.08691609,0.099192023,B
-0.08605909,-0.073840623,B
0.156326612,0.168473149,B
-0.090149707,-0.078018103,B
-0.061330758,-0.049224136,B
-0.028781017,-0.016676294,B
-0.09608527,-0.083980878,B
0.099555591,0.111604703,B
-0.014120049,-0.002090401,B
0.038987312,0.050988199,B
-0.069948115,-0.057958586,B
0.056469566,0.068447674,B
0.11440185,0.126376488,B
0.078576642,0.090461848,B
-0.061123927,-0.049242435,B
-0.050475562,-0.038640136,B
-0.133939614,-0.122115452,B
-0.074655239,-0.062866253,B
0.079681508,0.09145878,B
0.086238931,0.097992097,B
0.067730822,0.079462907,B
0.045631226,0.057344135,B
-0.069014437,-0.05733932,B
-0.064779133,-0.053104271,B
-0.08956382,-0.077898757,B
-0.065979858,-0.05436281,B
0.072474057,0.084075166,B
0.099348945,0.110923179,B
0.094581211,0.106119213,B
-0.042931727,-0.031401755,B
-0.06319281,-0.051680576,B
0.063113807,0.074617928,B
-0.045416508,-0.033926284,B
-0.041353112,-0.029865566,B
0.08324738,0.094729888,B
-0.055579166,-0.044109113,B
-0.012461328,-0.001039878,B
0.011761842,0.023176844,B
-0.079484883,-0.0680792,B
-0.030512342,-0.019140007,B
-0.067242548,-0.055908973,B
-0.094196262,-0.082883099,B
0.156998099,0.168310077,B
-0.063465914,-0.05216702,B
0.059954273,0.071249237,B
-0.057535918,-0.046245809,B
-0.094836353,-0.083563414,B
-0.044647474,-0.033433231,B
-0.011640651,-0.000438624,B
0.076383713,0.087584828,B
-0.081736995,-0.07054038,B
-0.063196505,-0.052002046,B
-0.07118359,-0.05999823,B
-0.070269148,-0.059085319,B
0.088879879,0.100059446,B
-0.062577278,-0.051404918,B
0.06610741,0.077274796,B
0.102042555,0.113151174,B
-0.028988939,-0.017915667,B
-0.060353483,-0.049349783,B
0.065843074,0.076821198,B
-0.057996262,-0.047027128,B
-0.01307343,-0.002108291,B
0.129539733,0.140504655,B
-0.041964832,-0.031019658,B
-0.082007983,-0.071068176,B
0.040620304,0.051558819,B
0.038150236,0.049072478,B
-0.076994565,-0.06608288,B
-0.0752826,-0.064411021,B
-0.060584155,-0.049726035,B
-0.056767886,-0.045950939,B
-0.06740902,-0.056611455,B
-0.088329751,-0.077555406,B
-0.066679674,-0.055930687,B
-0.045719477,-0.034974568,B
0.075004114,0.085724763,B
-0.06658678,-0.055877878,B
-0.051610113,-0.040962889,B
-0.064005657,-0.053398976,B
-0.072997642,-0.062419883,B
-0.064932683,-0.054363343,B
-0.003773117,0.006757045,B
0.058903279,0.069406008,B
-0.023650982,-0.013165396,B
0.083262822,0.093730257,B
0.059579712,0.070032618,B
-0.08487055,-0.074426321,B
0.056214342,0.06663454,B
-0.046318827,-0.035908663,B
0.060765215,0.071175208,B
-0.080032234,-0.069646534,B
0.083634611,0.093991825,B
0.053927276,0.064281654,B
-0.07717028,-0.066833695,B
-0.061589146,-0.051290049,B
0.051732682,0.062022174,B
0.008092125,0.018356812,B
0.029105014,0.039364323,B
0.058552357,0.068799819,B
0.068905275,0.079145225,B
0.075096932,0.085327526,B
-0.063345494,-0.053124131,B
0.065885248,0.076083475,B
-0.08501291,-0.074820743,B
-0.129497928,-0.119319619,B
0.023970973,0.034147038,B
-0.052630376,-0.042515555,B
-0.059885085,-0.049788807,B
-0.061216805,-0.051129355,B
-0.07646521,-0.066384336,B
0.075825411,0.085881608,B
0.065761248,0.075807682,B
0.059739462,0.069759181,B
-0.051233911,-0.041219742,B
-0.078474344,-0.068463797,B
-0.046306752,-0.036343923,B
0.033553984,0.043501121,B
-0.060703714,-0.050763258,B
-0.063990893,-0.054062111,B
-0.041114297,-0.031226579,B
-0.064238188,-0.05435849,B
-0.031983193,-0.022132948,B
-0.063900149,-0.054051139,B
0.067136294,0.076950815,B
0.057328688,0.067140144,B
-0.063588569,-0.053811792,B
0.033444879,0.04320889,B
0.051372947,0.061135363,B
0.009763891,0.019489348,B
-0.069115774,-0.059393844,B
-0.129288712,-0.119575448,B
0.070357012,0.080065115,B
-0.057348314,-0.047650395,B
-0.075809668,-0.066135009,B
0.015609925,0.025271561,B
-0.075619976,-0.066038797,B
0.031253295,0.040816646,B
0.044657234,0.054220158,B
-0.001562279,0.007987361,B
-0.056055843,-0.046515088,B
-0.067846179,-0.058320812,B
0.04223239,0.051755446,B
-0.065262673,-0.055750115,B
-0.04828609,-0.038784545,B
-0.035206844,-0.025735658,B
0.054033781,0.06341521,B
-0.063833246,-0.054471042,B
-0.055343271,-0.046003937,B
0.063487323,0.072809322,B
0.002874266,0.012196227,B
-0.042372818,-0.033053276,B
-0.064900207,-0.05566187,B
0.053269587,0.062494006,B
-0.050787548,-0.04162663,B
-0.019396826,-0.010240536,B
-0.069934911,-0.060798428,B
0.060501503,0.06962002,B
0.006424688,0.015492717,B
-0.061167411,-0.052100135,B
-0.081260548,-0.072197499,B
-0.078553816,-0.069524947,B
-0.073920939,-0.064903453,B
-0.074833026,-0.0658419,B
-0.05748039,-0.04850127,B
-0.077024421,-0.068066599,B
-0.069463398,-0.06050625,B
-0.062359727,-0.053419725,B
0.082017027,0.090946821,B
0.037586244,0.046509835,B
-0.079386473,-0.070464393,B
-0.030129872,-0.021252729,B
-0.056271648,-0.047403647,B
0.079069696,0.087933755,B
-0.049426027,-0.040574895,B
-0.05874984,-0.049916335,B
-0.082203014,-0.073375314,B
-0.063845976,-0.055054292,B
-0.068238859,-0.059448987,B
0.038472529,0.047254767,B
0.064957603,0.073735063,B
-0.04158635,-0.032811905,B
-0.073365798,-0.064603286,B
-0.034668572,-0.025906896,B
-0.079116999,-0.070366955,B
-0.042659769,-0.033915227,B
-0.045180845,-0.036452996,B
-0.04647359,-0.03775588,B
-0.065702419,-0.057004194,B
0.055273436,0.063960607,B
0.082364741,0.091020179,B
0.07286673,0.08150292,B
-0.056377411,-0.047745532,B
0.100788968,0.109399497,B
-0.062232397,-0.053625172,B
0.071219718,0.07982624,B
0.028918752,0.03752382,B
-0.026647142,-0.018049688,B
-0.07334331,-0.064784193,B
0.060945105,0.069497047,B
-0.030246565,-0.021700179,B
-0.046949551,-0.038467108,B
-0.12746083,-0.118978644,B
-0.06355433,-0.055076022,B
0.096891848,0.105364681,B
0.089016879,0.097470001,B
0.060025123,0.068476859,B
0.058568849,0.067019573,B
-0.054925738,-0.046493998,B
0.021409863,0.029822251,B
-0.05587263,-0.047464121,B
-0.051916923,-0.043510497,B
-0.059101072,-0.050804894,B
-0.096312563,-0.088028641,B
-0.00836024,-0.0000848,B
0.016188844,0.024427901,B
0.088698869,0.096930845,B
-0.011639919,-0.003448075,B
0.075926745,0.084113241,B
0.01177288,0.019952577,B
-0.040975286,-0.032853079,B
0.057775654,0.065881391,B
-0.071314767,-0.063221682,B
-0.052851847,-0.044767018,B
0.027808622,0.035886795,B
-0.007132381,0.000936766,B
0.005293541,0.013362459,B
0.048492265,0.056522419,B
0.056264637,0.064285235,B
-0.056665487,-0.048668149,B
-0.012767843,-0.004784207,B
-0.066385484,-0.058403507,B
0.073766893,0.081721634,B
0.047185221,0.055120733,B
0.041552283,0.04948637,B
-0.039141382,-0.031212901,B
0.097666356,0.105572736,B
-0.074082976,-0.066186581,B
0.043537539,0.051416204,B
-0.065167732,-0.057306103,B
0.057631182,0.065451465,B
-0.078604028,-0.070790051,B
-0.085832725,-0.078030827,B
-0.05985743,-0.052062855,B
-0.116740692,-0.108959617,B
0.09894992,0.106710468,B
-0.062448129,-0.05468759,B
0.059469832,0.067215965,B
0.071010936,0.078747368,B
0.05944033,0.067153388,B
0.089195357,0.096873088,B
0.099524086,0.107186379,B
-0.080903395,-0.073248275,B
-0.056757996,-0.049136643,B
-0.055377633,-0.047759616,B
0.083559596,0.091139736,B
0.107000172,0.114573097,B
0.065842937,0.073402204,B
0.010163883,0.017715524,B
-0.056085226,-0.048542347,B
-0.075699559,-0.068188347,B
0.058869316,0.066371646,B
-0.038066731,-0.030570566,B
-0.08800858,-0.080521674,B
0.039302094,0.046783529,B
0.105396926,0.112876227,B
-0.076198844,-0.068733632,B
-0.07368309,-0.066220295,B
-0.061801395,-0.054339214,B
-0.002116191,0.005344073,B
-0.059713243,-0.052270827,B
-0.053364635,-0.045934093,B
0.008900002,0.016319317,B
-0.068197948,-0.06079035,B
0.056971745,0.064322496,B
-0.006204981,0.001066589,B
-0.048365921,-0.041094679,B
-0.046347917,-0.039108547,B
-0.069544306,-0.062315458,B
0.035503675,0.042727973,B
-0.026975755,-0.019774892,B
0.058086564,0.065267302,B
-0.095254345,-0.088078172,B
-0.064456753,-0.057297469,B
-0.061216433,-0.0540893,B
-0.050767354,-0.043648439,B
0.05037666,0.05746552,B
0.081787385,0.088876063,B
-0.079803638,-0.072715495,B
0.088067333,0.095141643,B
-0.043514072,-0.03645322,B
-0.076338318,-0.069311832,B
0.039422844,0.04644188,B
0.022304544,0.029319554,B
0.017704028,0.024711426,B
-0.057407807,-0.050406126,B
0.070165804,0.077165989,B
-0.104211213,-0.097212635,B
-0.018084072,-0.011124245,B
0.006993388,0.013951889,B
-0.072507826,-0.065566189,B
0.060429698,0.067351945,B
-0.031331253,-0.024415517,B
-0.002124239,0.00477755,B
0.059898344,0.066797513,B
0.114644824,0.12154333,B
0.113492289,0.120363374,B
-0.032660907,-0.025800551,B
0.061096095,0.067936788,B
-0.070899841,-0.064088773,B
-0.039552971,-0.032743196,B
0.098365076,0.105137531,B
-0.062993144,-0.0562248,B
-0.047276319,-0.040520767,B
-0.066404781,-0.059666814,B
-0.063689713,-0.05695973,B
0.049513762,0.056238218,B
-0.017205763,-0.010481774,B
-0.06982791,-0.063113968,B
-0.06369944,-0.056989535,B
-0.019705184,-0.013000958,B
-0.062922184,-0.056255032,B
-0.0626869,-0.05604647,B
0.061365032,0.067986016,B
-0.029469967,-0.022850218,B
0.037938015,0.044548975,B
0.056329306,0.062936679,B
-0.051675814,-0.045078587,B
-0.057993483,-0.051396911,B
0.063055307,0.069639963,B
-0.079431937,-0.072853995,B
-0.088373693,-0.081796255,B
-0.060559561,-0.054004225,B
-0.052317031,-0.045818299,B
0.082370504,0.088824616,B
-0.092191773,-0.085757295,B
-0.060870149,-0.054435811,B
0.054342121,0.060774894,B
-0.089424303,-0.083054162,B
-0.068581191,-0.062214795,B
0.103660635,0.11001235,B
0.075952356,0.082294613,B
0.014438869,0.020780557,B
-0.088414037,-0.082084496,B
0.047196017,0.053511284,B
-0.049970135,-0.043725213,B
0.062765809,0.068997943,B
0.105971648,0.112199084,B
0.049492971,0.055714481,B
-0.082401205,-0.076181853,B
0.013905285,0.020105557,B
-0.060274303,-0.054094381,B
0.077939301,0.084095661,B
-0.017952667,-0.011801613,B
-0.041455894,-0.035320971,B
-0.0098465,-0.003715448,B
-0.053314464,-0.047194121,B
0.065106278,0.0712218,B
-0.037843751,-0.031741972,B
0.07209058,0.078180521,B
-0.071870551,-0.065780736,B
0.077125616,0.083215066,B
0.083500877,0.089589635,B
0.052343444,0.058429348,B
-0.00221635,0.003854123,B
0.060945073,0.066980771,B
0.104754571,0.110788773,B
-0.061971083,-0.055941217,B
0.053612685,0.059627618,B
0.059527154,0.065528819,B
0.073245652,0.079243064,B
-0.05350525,-0.047566102,B
0.094822683,0.100732551,B
0.085236734,0.091144918,B
-0.055865777,-0.0499713,B
-0.033290966,-0.027399649,B
-0.061287695,-0.055398608,B
-0.108068863,-0.102180696,B
-0.062635074,-0.056750263,B
-0.125383809,-0.119499714,B
0.01127563,0.017147874,B
0.059730937,0.065596354,B
-0.054991378,-0.049190694,B
-0.037541572,-0.031751827,B
-0.054789809,-0.049025098,B
-0.053138497,-0.047377024,B
-0.0669866,-0.061248007,B
-0.054766686,-0.049044782,B
0.064143064,0.069860462,B
-0.094687282,-0.088971819,B
-0.066227121,-0.060517662,B
0.061294138,0.066987614,B
0.143955421,0.149628937,B
-0.044281894,-0.038620089,B
-0.081984826,-0.07636351,B
0.055377767,0.060993615,B
-0.047865329,-0.042274418,B
-0.089324153,-0.083742459,B
0.013974779,0.019547555,B
-0.065254855,-0.059688783,B
-0.043445654,-0.03788884,B
0.074925834,0.080470247,B
0.026264686,0.031791994,B
-0.082259338,-0.07679145,B
-0.086995245,-0.081565397,B
-0.061204224,-0.055776131,B
-0.067082133,-0.061668371,B
-0.100854599,-0.095448798,B
-0.088555516,-0.083168412,B
-0.068376358,-0.062996106,B
0.06201528,0.067389767,B
0.061684078,0.067037962,B
-0.052083279,-0.046759494,B
-0.041979136,-0.036659327,B
0.045515618,0.050821409,B
-0.056593336,-0.051298109,B
-0.040504605,-0.035229649,B
0.060387944,0.06564838,B
-0.110301241,-0.105100963,B
0.059812983,0.065005465,B
0.063699997,0.068888089,B
-0.060433179,-0.055246487,B
0.006189845,0.011355418,B
-0.06117722,-0.056051602,B
0.0519224,0.057045982,B
0.012500738,0.017577679,B
-0.09134724,-0.086283535,B
-0.016911422,-0.011859236,B
0.06074254,0.065786115,B
-0.060433498,-0.055391751,B
-0.088049553,-0.083008764,B
0.000540707,0.005574828,B
0.000540707,0.005574828,B
0.000540707,0.005574828,B
-0.046755825,-0.041745017,B
-0.033772213,-0.028773717,B
0.073285507,0.078278573,B
0.062311495,0.067304156,B
0.067760156,0.072750666,B
-0.007333607,-0.002348974,B
-0.072822955,-0.067886657,B
