PC1_NPC,PC1_DAN,Group
-0.052783874,-0.00909241,B
-0.043645735,0,B
0.0621065,0.105631163,B
0.056209031,0.099706297,B
-0.049114538,-0.005618737,B
-0.004545793,0.038932711,B
-0.050220572,-0.0067922,B
-0.113944872,-0.070616686,B
-0.109802732,-0.066552393,B
-0.094805068,-0.051676941,B
-0.007894913,0.035228984,B
-0.100355457,-0.057238615,B
-0.037808238,0.005171576,B
0.050711665,0.09368013,B
0.095295057,0.138208315,B
-0.072634791,-0.030137917,B
0.044414273,0.08682235,B
-0.039688738,0.002702115,B
-0.071226861,-0.028862362,B
-0.069146261,-0.026862082,B
0.052748414,0.095031537,B
-0.065938634,-0.023800039,B
-0.079886247,-0.037752456,B
0.039267432,0.081376752,B
-0.023284679,0.018695838,B
-0.105535653,-0.063587478,B
-0.103532722,-0.061835364,B
-0.017873539,0.023760574,B
-0.005637488,0.035948524,B
0.005006412,0.046487545,B
0.001922306,0.043380012,B
-0.024890637,0.016539467,B
-0.013930279,0.02728304,B
-0.002031108,0.039099782,B
0.044747055,0.085814437,B
-0.049006609,-0.008087266,B
-0.061009298,-0.020092122,B
-0.085575901,-0.044671251,B
0.016636144,0.057334359,B
-0.051161725,-0.010496768,B
0.00507169,0.045655569,B
-0.100173688,-0.05971241,B
-0.023382621,0.016957896,B
-0.013877123,0.02644058,B
-0.031947818,0.008271042,B
0.048461506,0.088573007,B
0.058164751,0.098168282,B
0.101309853,0.141184945,B
-0.032558234,0.00725107,B
-0.011576056,0.02811982,B
0.005373337,0.045043771,B
-0.000896159,0.038702023,B
0.100955541,0.140495928,B
0.028574187,0.068104396,B
-0.015205466,0.024280561,B
0.023350708,0.062746634,B
0.022223361,0.061619056,B
-0.057976789,-0.018674503,B
-0.115303364,-0.076003039,B
-0.018980148,0.020251409,B
-0.021777776,0.017422012,B
-0.040921711,-0.001903815,B
0.063074979,0.102065474,B
-0.067157796,-0.028255258,B
-0.065842921,-0.026978016,B
0.058261941,0.097099001,B
-0.091945397,-0.053229935,B
-0.073922748,-0.035335592,B
-0.085610333,-0.047125647,B
-0.119753199,-0.081288523,B
-0.083165703,-0.044742057,B
-0.0801323,-0.041795349,B
-0.062298907,-0.024018574,B
-0.018061258,0.020174399,B
-0.004925134,0.033108396,B
0.008636437,0.046578705,B
-0.073311697,-0.035382881,B
0.010069917,0.04795859,B
-0.031589996,0.006296118,B
0.056319819,0.09414567,B
0.029628935,0.067434419,B
-0.011569051,0.026178401,B
-0.002934056,0.034709265,B
0.015879859,0.053513446,B
0.055344067,0.092970513,B
-0.068953348,-0.031356368,B
0.098233792,0.135735331,B
0.009150659,0.046608436,B
-0.05847627,-0.021039778,B
-0.01967634,0.017557116,B
-0.065309358,-0.028139668,B
0.032886385,0.069896928,B
-0.019115037,0.01776466,B
0.031325112,0.068017789,B
-0.03922333,-0.00253363,B
-0.06983035,-0.033190223,B
-0.006698636,0.029834605,B
-0.022137171,0.014358759,B
-0.072989512,-0.036572407,B
-0.106446986,-0.070050258,B
-0.075300195,-0.038907186,B
0.020213714,0.056530038,B
-0.009346636,0.026969492,B
0.102206207,0.138489048,B
-0.022895041,0.013330997,B
0.046247236,0.082466144,B
-0.066776976,-0.030671874,B
-0.052325424,-0.016247773,B
-0.079368693,-0.043429493,B
-0.039815498,-0.003927758,B
0.056915401,0.092802134,B
-0.074188987,-0.038327611,B
-0.033417055,0.002432989,B
-0.068108351,-0.032319997,B
-0.006673433,0.029097932,B
0.006971814,0.042722693,B
-0.027986334,0.007756112,B
-0.081166934,-0.045434962,B
0.001801622,0.037522194,B
-0.032427582,0.003262876,B
-0.010600449,0.024983378,B
-0.034955293,0.000558804,B
-0.033730728,0.001771084,B
0.068864536,0.104300914,B
-0.10942072,-0.074087847,B
-0.031333109,0.003927632,B
-0.048985814,-0.013735548,B
0.062783174,0.098031266,B
0.001776324,0.036974179,B
0.100973298,0.136146745,B
-0.073844811,-0.038962151,B
-0.059376368,-0.024549324,B
0.04582305,0.080629043,B
0.010343069,0.045137715,B
-0.082266314,-0.047501633,B
0.01500624,0.049752972,B
0.118807853,0.153521068,B
0.009207043,0.043866464,B
-0.103384988,-0.068817093,B
-0.068772417,-0.034242739,B
-0.050621261,-0.01614551,B
-0.029312562,0.005105647,B
-0.056745301,-0.022368236,B
-0.078521081,-0.04417824,B
0.042289491,0.076609655,B
-0.016234382,0.018074464,B
-0.059523152,-0.025231418,B
0.052944171,0.08720475,B
0.045256602,0.079446722,B
-0.074993441,-0.040869225,B
-0.007720177,0.026389172,B
0.07479061,0.108784396,B
-0.06806367,-0.034128709,B
0.116870133,0.150677802,B
-0.000381485,0.033353864,B
-0.06927493,-0.035541068,B
-0.036392631,-0.002674451,B
0.018655301,0.052373152,B
-0.015523148,0.018181909,B
0.016843497,0.050489159,B
-0.050770068,-0.017367277,B
0.069935616,0.1033125,B
0.002697861,0.036057316,B
0.122856707,0.156203806,B
0.032359704,0.065619316,B
0.00024389,0.033419194,B
-0.003674695,0.029337477,B
-0.041312405,-0.00835489,B
-0.082763865,-0.04986731,B
-0.073239119,-0.040367364,B
-0.053949375,-0.021150841,B
0.054340138,0.087127439,B
-0.028227628,0.004526831,B
-0.070196695,-0.037467306,B
0.01000297,0.042716233,B
0.014141432,0.046745897,B
0.11652034,0.14902537,B
-0.097462643,-0.064990329,B
-0.087131714,-0.054663362,B
-0.036141497,-0.003790509,B
-0.004629545,0.027655354,B
0.047990955,0.080269182,B
-0.078772344,-0.046582415,B
-0.086911377,-0.054733267,B
-0.087817772,-0.055667407,B
0.003489259,0.035630936,B
0.061321947,0.093358882,B
-0.004981202,0.027019257,B
0.024212063,0.056065386,B
-0.080068516,-0.048233606,B
0.043277241,0.075031574,B
-0.047066296,-0.015319232,B
0.060389223,0.092057564,B
-0.018560826,0.012957654,B
-0.095197649,-0.063684598,B
0.027276921,0.058666801,B
-0.073942169,-0.042601535,B
0.001091426,0.032382605,B
0.079264527,0.110508449,B
-0.055287592,-0.024072823,B
-0.091210323,-0.060005708,B
0.02666433,0.057867016,B
-0.07484915,-0.043663276,B
0.024072437,0.055237666,B
-0.040949385,-0.009873523,B
0.042601977,0.073658321,B
0.081594287,0.112646892,B
0.08224488,0.113179946,B
-0.089371386,-0.058468876,B
0.004234776,0.035082887,B
-0.067936887,-0.037174766,B
0.049661967,0.080410377,B
-0.044655694,-0.014004627,B
-0.045923635,-0.01527938,B
0.043050037,0.073483038,B
-0.061578917,-0.031199332,B
0.016422307,0.046794842,B
0.020488194,0.050794873,B
0.012412531,0.042643692,B
0.057389917,0.087531574,B
0.00488863,0.034960731,B
-0.072730247,-0.042712158,B
0.097804461,0.127797073,B
-0.074174111,-0.044240385,B
0.014227682,0.043948115,B
-0.004131257,0.025512646,B
0.06010189,0.08972156,B
-0.04096779,-0.011381935,B
0.008646929,0.038232452,B
-0.126127361,-0.096597593,B
-0.036073333,-0.006572466,B
-0.070545132,-0.041047961,B
0.014557074,0.043964353,B
-0.064345735,-0.034998905,B
0.036367615,0.065704621,B
-0.05860189,-0.029284577,B
-0.054231758,-0.024947484,B
0.007103438,0.036336362,B
0.009173968,0.038356321,B
-0.004740413,0.024340377,B
-0.106668541,-0.077602456,B
-0.072756608,-0.043776168,B
-0.071075801,-0.042098007,B
0.012570952,0.041544746,B
0.085018021,0.113958357,B
-0.054791051,-0.025948313,B
-0.045466973,-0.016674549,B
-0.064429736,-0.035747195,B
0.021010906,0.049660327,B
0.007990646,0.036628362,B
-0.070823132,-0.042212198,B
0.09520574,0.123814524,B
-0.076806088,-0.048244021,B
-0.058627117,-0.030075904,B
-0.026374423,0.002135619,B
-0.075587337,-0.047085144,B
0.084249563,0.112730091,B
-0.005554511,0.022903839,B
0.016266422,0.044675272,B
-0.060420783,-0.03205453,B
-0.072118536,-0.043755722,B
-0.052127827,-0.023836808,B
-0.053422526,-0.025170646,B
-0.067550465,-0.039334694,B
-0.065042453,-0.036849705,B
-0.024524187,0.003614015,B
-0.062695825,-0.034585942,B
-0.025736597,0.002359406,B
-0.06695199,-0.038864077,B
0.018711572,0.046791675,B
-0.044583689,-0.016617013,B
-0.070610156,-0.042685269,B
0.064122795,0.09198347,B
-0.056077348,-0.028244647,B
-0.086195796,-0.058368066,B
-0.039352306,-0.01157873,B
-0.025431607,0.002296794,B
0.103559983,0.131283953,B
-0.026547978,0.001151922,B
0.033385604,0.061080416,B
0.117915317,0.145575343,B
0.066579915,0.094170843,B
0.051444968,0.078989721,B
-0.072531882,-0.044995473,B
-0.057667702,-0.030134121,B
-0.050410206,-0.02287973,B
-0.055117444,-0.027608867,B
0.107907631,0.135411986,B
0.029666009,0.057164366,B
0.082710806,0.110186497,B
0.10620711,0.133630335,B
0.073083675,0.100460595,B
-0.027373346,-1.45E-05,B
-0.08449015,-0.057144846,B
-0.00919004,0.018038394,B
0.048363147,0.075590761,B
0.020398504,0.04757263,B
0.086611494,0.113780036,B
-0.008354231,0.018729168,B
-0.08723172,-0.060150158,B
-0.058504476,-0.031433018,B
0.119029648,0.146096221,B
-0.08106519,-0.054019451,B
-0.092386421,-0.065422938,B
-0.059551293,-0.032742444,B
0.003651393,0.030456152,B
0.019350421,0.046141546,B
-0.049780164,-0.023037164,B
-0.074336609,-0.047705919,B
-0.053317097,-0.026785913,B
-0.083569984,-0.057094193,B
-0.122186801,-0.095836652,B
-0.08314706,-0.056889481,B
-0.081872548,-0.055644225,B
-0.081611614,-0.055499627,B
-0.040290511,-0.014184668,B
0.039537551,0.065627435,B
0.104026844,0.130108679,B
-0.077874777,-0.05183452,B
-0.032492402,-0.006453794,B
0.062346909,0.088330987,B
-0.055466057,-0.02951118,B
-0.063203812,-0.037289815,B
0.024242015,0.050115529,B
0.097359818,0.123116697,B
