DAN_cis_A_01,DAN_cis_A_02,DAN_cis_A_03,DAN_cis_A_04,DAN_cis_A_05,DAN_cis_A_06,DAN_cis_A_07,DAN_cis_A_08,DAN_cis_A_09,DAN_cis_A_10,DAN_cis_A_11,DAN_cis_A_12,DAN_cis_A_13,DAN_cis_A_14,DAN_cis_A_15,DAN_cis_A_16,DAN_cis_A_17,DAN_cis_A_18,DAN_cis_A_19,DAN_cis_A_20,DAN_cis_A_21,DAN_cis_A_22,DAN_cis_A_23,DAN_cis_A_24,DAN_cis_A_25,DAN_cis_A_26,DAN_cis_A_27,DAN_cis_A_28,DAN_cis_A_29,DAN_cis_A_30,DAN_cis_A_31,DAN_cis_A_32,DAN_cis_A_33
0.831195409,0.847571195,0.831195409,0.860926691,0.879663874,0.89961147,0.902408655,0.899478469,0.908980606,0.912218283,0.926906167,0.943140266,0.944360737,1.018570797,1.028326634,1.037326376,1.05813682,1.061727863,1.068483282,1.06726655,1.089281488,1.065366502,1.073540922,1.035708372,1.00065725,0.973806923,0.930402562,0.894609938,0.882927955,0.86175232,0.842983347,0.880838567,0.842983347
0.837677991,0.828927905,0.852462236,0.846397274,0.879239601,0.882870302,0.896633263,0.884765493,0.920346744,0.922001298,0.919966935,0.915623217,0.929461822,0.979641463,0.983123857,0.994607743,1.001671974,1.047436756,1.07954607,1.089281488,1.085483254,1.094718301,1.074429934,1.036242237,0.992624731,0.993325095,0.918524005,0.924039498,0.876943561,0.846901551,0.857404052,0.834444218,0.861109478
0.843903175,0.84174402,0.846898305,0.85347699,0.82620961,0.869351744,0.881819254,0.901277218,0.891900985,0.923122235,0.943545052,0.920120874,0.913676201,0.948499687,0.977605187,0.999527316,1.031390003,1.031769313,1.065195972,1.065366502,1.094718301,1.073697807,1.074317977,1.074242386,1.010929062,1.002791266,0.966388041,0.939873064,0.907601796,0.874321316,0.858673444,0.834781719,0.862808659
0.850726489,0.815866628,0.815866628,0.816773869,0.791798755,0.850741928,0.876895677,0.884061796,0.87619011,0.898109649,0.914328615,0.904290531,0.929056283,0.937283729,0.974613915,1.01447974,1.006483614,1.03847506,1.039163435,1.073540922,1.074429934,1.074317977,1.074243266,1.096034992,1.048147087,1.037866292,1.000810994,0.970293125,0.944247873,0.890077388,0.879127596,0.872585407,0.874503066
0.857591239,0.838257143,0.81109765,0.81109765,0.833818755,0.852928946,0.860437194,0.874364245,0.881995126,0.886115002,0.867034111,0.898385701,0.896786882,0.922340162,0.960314095,0.97601818,1.002107327,0.990247591,1.016402141,1.035708372,1.036242237,1.074242386,1.096034992,1.06118922,1.062409432,1.069363502,1.043787285,0.992826275,0.958198498,0.916781201,0.906409109,0.891272823,0.889477392
0.849163227,0.86031311,0.863774038,0.803597188,0.826077742,0.853449136,0.843974704,0.860892938,0.874569491,0.8926071,0.869130809,0.86864802,0.886082622,0.91748819,0.950331755,0.947700541,0.974576423,0.985609807,0.988669848,1.00065725,0.992624731,1.010929062,1.048147087,1.062409432,1.079210693,1.098548545,1.078022134,1.024635715,0.983638343,0.960572287,0.948108783,0.934500922,0.919996787
0.815449306,0.812044543,0.828248797,0.803066083,0.812044543,0.859190681,0.840106661,0.847615178,0.860418044,0.867940324,0.88444769,0.897280204,0.867080844,0.916147925,0.911717889,0.907287853,0.929423618,0.962319797,0.960682586,0.973806923,0.993325095,1.002791266,1.037866292,1.069363502,1.098548545,1.088818182,1.105409806,1.089749979,1.048078373,0.998213827,0.981299028,0.956782193,0.947199669
0.796790716,0.8312722,0.800310213,0.798359779,0.809236255,0.836424273,0.830989207,0.841551978,0.851666322,0.858227325,0.884248205,0.889904319,0.866213433,0.877091238,0.884490218,0.894018209,0.892463631,0.902140359,0.913713176,0.930402562,0.918524005,0.966388041,1.000810994,1.043787285,1.078022134,1.105409806,1.107474455,1.109790499,1.059472476,1.022816486,0.981727651,0.959693168,0.946290556
0.805852938,0.810816875,0.807641242,0.802812044,0.799913146,0.830308119,0.853296728,0.829120208,0.830997375,0.85792388,0.867026285,0.870555876,0.86800396,0.879605527,0.879767446,0.897780515,0.883716754,0.893895645,0.910293328,0.894609938,0.924039498,0.939873064,0.970293125,0.992826275,1.024635715,1.089749979,1.109790499,1.077514817,1.073036789,1.034431375,1.019205423,0.994713692,0.975096607
0.80034078,0.831410879,0.816704714,0.823120236,0.803185244,0.807314945,0.853296728,0.837418005,0.846640038,0.858068381,0.88336638,0.87778312,0.889648508,0.874005104,0.867174176,0.87974608,0.860013368,0.859470249,0.879037155,0.882927955,0.876943561,0.907601796,0.944247873,0.958198498,0.983638343,1.048078373,1.059472476,1.073036789,1.068696998,1.082538123,1.041676244,1.037811314,1.024497706
0.782742615,0.804016781,0.792021738,0.831198344,0.810431807,0.797587994,0.849826464,0.829352051,0.855610715,0.875039842,0.884695467,0.891091702,0.882655912,0.857799501,0.83252237,0.842954719,0.839067785,0.835146939,0.836507499,0.86175232,0.846901551,0.874321316,0.890077388,0.916781201,0.960572287,0.998213827,1.022816486,1.034431375,1.082538123,1.084157792,1.08080231,1.04116639,1.035894347
0.799913146,0.799090689,0.789476434,0.83018091,0.822818089,0.847982486,0.853296728,0.8897099,0.839643783,0.86122718,0.871858141,0.883519332,0.858264738,0.842368925,0.838748125,0.824273635,0.817841224,0.82067848,0.828751003,0.842983347,0.857404052,0.858673444,0.879127596,0.906409109,0.948108783,0.981299028,0.981727651,1.019205423,1.041676244,1.08080231,1.048943603,1.068696998,1.024497706
0.832932896,0.832932896,0.803191544,0.811419232,0.79903227,0.877945132,0.885697612,0.853888209,0.874216281,0.872056426,0.863050443,0.855210376,0.871981597,0.824581902,0.818120435,0.814562359,0.806160705,0.804707468,0.839065143,0.880838567,0.834444218,0.834781719,0.872585407,0.891272823,0.934500922,0.956782193,0.959693168,0.994713692,1.037811314,1.04116639,1.068696998,1.041415603,1.068642328
0.847790459,0.832932896,0.812080021,0.824043071,0.840876108,0.873206585,0.859702632,0.837418005,0.851061146,0.872056426,0.851720195,0.848559785,0.871062222,0.82838805,0.810908272,0.812018292,0.806160705,0.807198066,0.799300724,0.842983347,0.861109478,0.862808659,0.874503066,0.889477392,0.919996787,0.947199669,0.946290556,0.975096607,1.024497706,1.035894347,1.024497706,1.068642328,1.05298392
